sensor_id,name,email,phone,sensor_type,location,status,message,notif_type
925,User 925,user925@mail.com,+380991110925,MotionSensor,Room 3,active,Notification message 925,warning
926,User 926,user926@mail.com,+380991110926,MotionSensor,Room 7,inactive,Notification message 926,alarm
927,User 927,user927@mail.com,+380991110927,SmokeSensor,Room 33,inactive,Notification message 927,warning
928,User 928,user928@mail.com,+380991110928,DoorSensor,Room 10,active,Notification message 928,alarm
929,User 929,user929@mail.com,+380991110929,DoorSensor,Room 22,inactive,Notification message 929,alarm
930,User 930,user930@mail.com,+380991110930,DoorSensor,Room 33,active,Notification message 930,alarm
931,User 931,user931@mail.com,+380991110931,MotionSensor,Room 46,inactive,Notification message 931,alarm
932,User 932,user932@mail.com,+380991110932,SmokeSensor,Room 14,active,Notification message 932,alarm
933,User 933,user933@mail.com,+380991110933,MotionSensor,Room 7,active,Notification message 933,alarm
934,User 934,user934@mail.com,+380991110934,SmokeSensor,Room 18,active,Notification message 934,alarm
935,User 935,user935@mail.com,+380991110935,MotionSensor,Room 2,inactive,Notification message 935,alarm
936,User 936,user936@mail.com,+380991110936,DoorSensor,Room 42,inactive,Notification message 936,warning
937,User 937,user937@mail.com,+380991110937,DoorSensor,Room 35,inactive,Notification message 937,alarm
938,User 938,user938@mail.com,+380991110938,DoorSensor,Room 37,active,Notification message 938,warning
939,User 939,user939@mail.com,+380991110939,SmokeSensor,Room 11,inactive,Notification message 939,alarm
940,User 940,user940@mail.com,+380991110940,SmokeSensor,Room 46,inactive,Notification message 940,alarm
941,User 941,user941@mail.com,+380991110941,MotionSensor,Room 41,active,Notification message 941,warning
942,User 942,user942@mail.com,+380991110942,DoorSensor,Room 16,inactive,Notification message 942,warning
943,User 943,user943@mail.com,+380991110943,SmokeSensor,Room 18,active,Notification message 943,info
944,User 944,user944@mail.com,+380991110944,MotionSensor,Room 8,active,Notification message 944,alarm
945,User 945,user945@mail.com,+380991110945,MotionSensor,Room 33,inactive,Notification message 945,alarm
946,User 946,user946@mail.com,+380991110946,SmokeSensor,Room 41,active,Notification message 946,warning
947,User 947,user947@mail.com,+380991110947,SmokeSensor,Room 17,active,Notification message 947,info
948,User 948,user948@mail.com,+380991110948,SmokeSensor,Room 43,inactive,Notification message 948,alarm
949,User 949,user949@mail.com,+380991110949,MotionSensor,Room 46,active,Notification message 949,alarm
950,User 950,user950@mail.com,+380991110950,SmokeSensor,Room 34,active,Notification message 950,alarm
951,User 951,user951@mail.com,+380991110951,SmokeSensor,Room 7,active,Notification message 951,info
952,User 952,user952@mail.com,+380991110952,SmokeSensor,Room 10,inactive,Notification message 952,info
953,User 953,user953@mail.com,+380991110953,SmokeSensor,Room 33,active,Notification message 953,alarm
954,User 954,user954@mail.com,+380991110954,MotionSensor,Room 32,active,Notification message 954,warning
955,User 955,user955@mail.com,+380991110955,DoorSensor,Room 50,active,Notification message 955,alarm
956,User 956,user956@mail.com,+380991110956,DoorSensor,Room 19,inactive,Notification message 956,alarm
957,User 957,user957@mail.com,+380991110957,SmokeSensor,Room 24,inactive,Notification message 957,alarm
958,User 958,user958@mail.com,+380991110958,MotionSensor,Room 26,inactive,Notification message 958,warning
959,User 959,user959@mail.com,+380991110959,DoorSensor,Room 43,active,Notification message 959,info
960,User 960,user960@mail.com,+380991110960,SmokeSensor,Room 12,inactive,Notification message 960,alarm
961,User 961,user961@mail.com,+380991110961,SmokeSensor,Room 38,active,Notification message 961,info
962,User 962,user962@mail.com,+380991110962,MotionSensor,Room 44,inactive,Notification message 962,info
963,User 963,user963@mail.com,+380991110963,SmokeSensor,Room 4,inactive,Notification message 963,alarm
964,User 964,user964@mail.com,+380991110964,MotionSensor,Room 20,inactive,Notification message 964,alarm
965,User 965,user965@mail.com,+380991110965,MotionSensor,Room 31,active,Notification message 965,warning
966,User 966,user966@mail.com,+380991110966,SmokeSensor,Room 50,active,Notification message 966,warning
967,User 967,user967@mail.com,+380991110967,MotionSensor,Room 31,active,Notification message 967,warning
968,User 968,user968@mail.com,+380991110968,DoorSensor,Room 39,inactive,Notification message 968,info
969,User 969,user969@mail.com,+380991110969,MotionSensor,Room 26,inactive,Notification message 969,alarm
970,User 970,user970@mail.com,+380991110970,DoorSensor,Room 29,active,Notification message 970,warning
971,User 971,user971@mail.com,+380991110971,MotionSensor,Room 6,active,Notification message 971,alarm
972,User 972,user972@mail.com,+380991110972,SmokeSensor,Room 13,inactive,Notification message 972,warning
973,User 973,user973@mail.com,+380991110973,DoorSensor,Room 21,active,Notification message 973,alarm
974,User 974,user974@mail.com,+380991110974,SmokeSensor,Room 32,inactive,Notification message 974,info
975,User 975,user975@mail.com,+380991110975,DoorSensor,Room 3,active,Notification message 975,info
976,User 976,user976@mail.com,+380991110976,SmokeSensor,Room 46,active,Notification message 976,info
977,User 977,user977@mail.com,+380991110977,MotionSensor,Room 41,active,Notification message 977,info
978,User 978,user978@mail.com,+380991110978,MotionSensor,Room 3,inactive,Notification message 978,info
979,User 979,user979@mail.com,+380991110979,MotionSensor,Room 48,inactive,Notification message 979,info
980,User 980,user980@mail.com,+380991110980,DoorSensor,Room 5,inactive,Notification message 980,info
981,User 981,user981@mail.com,+380991110981,DoorSensor,Room 25,inactive,Notification message 981,alarm
982,User 982,user982@mail.com,+380991110982,MotionSensor,Room 46,inactive,Notification message 982,info
983,User 983,user983@mail.com,+380991110983,DoorSensor,Room 28,inactive,Notification message 983,warning
984,User 984,user984@mail.com,+380991110984,SmokeSensor,Room 3,inactive,Notification message 984,warning
985,User 985,user985@mail.com,+380991110985,MotionSensor,Room 36,inactive,Notification message 985,alarm
986,User 986,user986@mail.com,+380991110986,SmokeSensor,Room 29,inactive,Notification message 986,alarm
987,User 987,user987@mail.com,+380991110987,DoorSensor,Room 15,active,Notification message 987,warning
988,User 988,user988@mail.com,+380991110988,DoorSensor,Room 4,inactive,Notification message 988,alarm
989,User 989,user989@mail.com,+380991110989,MotionSensor,Room 25,active,Notification message 989,info
990,User 990,user990@mail.com,+380991110990,DoorSensor,Room 12,inactive,Notification message 990,warning
991,User 991,user991@mail.com,+380991110991,MotionSensor,Room 25,inactive,Notification message 991,alarm
992,User 992,user992@mail.com,+380991110992,SmokeSensor,Room 41,active,Notification message 992,info
993,User 993,user993@mail.com,+380991110993,DoorSensor,Room 34,inactive,Notification message 993,alarm
994,User 994,user994@mail.com,+380991110994,MotionSensor,Room 31,active,Notification message 994,info
995,User 995,user995@mail.com,+380991110995,MotionSensor,Room 34,active,Notification message 995,warning
996,User 996,user996@mail.com,+380991110996,DoorSensor,Room 30,active,Notification message 996,warning
997,User 997,user997@mail.com,+380991110997,DoorSensor,Room 27,active,Notification message 997,info
998,User 998,user998@mail.com,+380991110998,SmokeSensor,Room 21,inactive,Notification message 998,warning
999,User 999,user999@mail.com,+380991110999,DoorSensor,Room 16,inactive,Notification message 999,warning
1000,User 1000,user1000@mail.com,+380991111000,SmokeSensor,Room 41,inactive,Notification message 1000,info
